"compound","exposure","spec","margin","estimate","p.value","nobs","detect_rate","sig"
"PFBS","milfire_25km","cov","intensive_detects",-0.214000673008071,0.000152373098202997,841,0.450787401574803,"***"
"PFBS","milsusp_10km","raw","detect_LPM",-0.107295400606408,0.069814961515013,2032,0.450787401574803,"*"
"PFBS","milsusp_10km","raw","tobit_censored",-0.326396156708994,0.0349311229311057,2032,0.450787401574803,"**"
"PFBS","milsusp_10km","raw","intensive_detects",-0.146543788350305,0.27588782661771,916,0.450787401574803,""
"PFBS","milsusp_10km","cov","detect_LPM",-0.11184299794563,0.121806587327787,1894,0.450787401574803,""
"PFBS","milsusp_10km","cov","tobit_censored",-0.287165168293015,0.113610011920548,1894,0.450787401574803,""
"PFBS","milsusp_10km","cov","intensive_detects",-0.0461742780059847,0.784332213786658,841,0.450787401574803,""
"PFBS","milsusp_25km","raw","detect_LPM",-0.0579770108788366,0.0745783641099875,2032,0.450787401574803,"*"
"PFBS","milsusp_25km","raw","tobit_censored",-0.194106350587587,0.0212451504352754,2032,0.450787401574803,"**"
"PFBS","milsusp_25km","raw","intensive_detects",-0.115662273941152,0.115123147039952,916,0.450787401574803,""
"PFBS","milsusp_25km","cov","detect_LPM",-0.0216358814677658,0.584999040133372,1894,0.450787401574803,""
"PFBS","milsusp_25km","cov","tobit_censored",-0.0654736111263422,0.510010935242667,1894,0.450787401574803,""
"PFBS","milsusp_25km","cov","intensive_detects",-0.0271434194249018,0.770725941291229,841,0.450787401574803,""
"PFBS","milbase_10km","raw","detect_LPM",-0.151544609268798,5.90268289691518e-10,2032,0.450787401574803,"***"
"PFBS","milbase_10km","raw","tobit_censored",-0.448093085582271,2.38370880603941e-11,2032,0.450787401574803,"***"
"PFBS","milbase_10km","raw","intensive_detects",-0.159985755973182,0.00732136549282479,916,0.450787401574803,"***"
"PFBS","milbase_10km","cov","detect_LPM",-0.110495546754545,0.000270060490570663,1894,0.450787401574803,"***"
"PFBS","milbase_10km","cov","tobit_censored",-0.314944366778697,7.64344216273211e-05,1894,0.450787401574803,"***"
"PFBS","milbase_10km","cov","intensive_detects",-0.0711610685466541,0.383929707015642,841,0.450787401574803,""
"PFBS","milbase_25km","raw","detect_LPM",-0.074418737558269,8.68448790718525e-12,2032,0.450787401574803,"***"
